Year,Province,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
2012,P50,0.13,0.38,0.44,0.11,0.52,0.27,0.33,0.25,0.25,0.38,0.37,0.30,0.22,0.40,0.34,0.23,0.50,0.20,0.45,0.29,0.29,0.31,0.28,0.25,0.32,0.31,0.33,0.24,0.28
2012,P51,0.36,0.34,0.45,0.50,0.37,0.42,0.32,0.43,0.22,0.29,0.19,0.38,0.30,0.18,0.43,0.51,0.28,0.34,0.50,0.33,0.32,0.41,0.33,0.38,0.32,0.43,0.35,0.43,0.31
2012,P52,0.39,0.25,0.30,0.37,0.36,0.28,0.25,0.42,0.30,0.39,0.23,0.31,0.18,0.21,0.16,0.35,0.32,0.36,0.19,0.27,0.36,0.25,0.24,0.35,0.28,0.37,0.35,0.23,0.29
2012,P53,0.39,0.34,0.34,0.21,0.49,0.32,0.27,0.11,0.38,0.25,0.34,0.31,0.43,0.32,0.42,0.36,0.43,0.30,0.28,0.26,0.36,0.29,0.32,0.29,0.27,0.35,0.37,0.32,0.37
2012,P54,0.54,0.30,0.44,0.38,0.22,0.32,0.21,0.18,0.27,0.23,0.24,0.19,0.18,0.20,0.39,0.34,0.35,0.37,0.22,0.43,0.24,0.33,0.27,0.35,0.29,0.30,0.31,0.29,0.24
2012,P55,0.55,0.31,0.22,0.40,0.49,0.24,0.39,0.19,0.37,0.20,0.41,0.41,0.33,0.31,0.30,0.25,0.32,0.37,0.43,0.33,0.36,0.35,0.41,0.41,0.30,0.31,0.34,0.31,0.39
2012,P56,0.26,0.51,0.29,0.40,0.34,0.26,0.21,0.35,0.41,0.25,0.39,0.29,0.26,0.31,0.38,0.29,0.25,0.44,0.22,0.28,0.28,0.36,0.37,0.27,0.24,0.39,0.24,0.40,0.38
2012,P57,0.41,0.30,0.34,0.52,0.44,0.31,0.15,0.22,0.21,0.17,0.30,0.28,0.13,0.20,0.37,0.32,0.46,0.23,0.39,0.28,0.33,0.25,0.27,0.23,0.27,0.24,0.22,0.37,0.33
2012,P58,0.46,0.18,0.34,0.46,0.31,0.23,0.38,0.37,0.28,0.32,0.49,0.38,0.32,0.31,0.38,0.37,0.13,0.50,0.41,0.20,0.29,0.40,0.28,0.29,0.32,0.34,0.33,0.40,0.28
2012,P59,0.58,0.22,0.32,0.32,0.28,0.30,0.47,0.30,0.11,0.23,0.33,0.33,0.31,0.22,0.30,0.30,0.36,0.17,0.38,0.41,0.36,0.26,0.34,0.33,0.29,0.23,0.25,0.35,0.36
2012,P60,0.44,0.41,0.40,0.40,0.15,0.42,0.34,0.11,0.15,0.30,0.20,0.35,0.29,0.37,0.14,0.41,0.55,0.37,0.42,0.28,0.35,0.33,0.32,0.40,0.31,0.25,0.35,0.25,0.36
2012,P61,0.22,0.30,0.11,0.10,0.41,0.40,0.40,0.25,0.21,0.40,0.20,0.27,0.26,0.48,0.30,0.30,0.23,0.37,0.43,0.29,0.22,0.22,0.34,0.22,0.34,0.28,0.24,0.33,0.36
2012,P62,0.65,0.21,0.34,0.41,0.34,0.21,0.28,0.29,0.40,0.41,0.42,0.20,0.22,0.30,0.29,0.35,0.33,0.32,0.42,0.27,0.26,0.28,0.31,0.32,0.34,0.28,0.29,0.33,0.36
2012,P63,0.51,0.38,0.41,0.45,0.31,0.34,0.15,0.16,0.44,0.31,0.35,0.31,0.21,0.17,0.36,0.38,0.22,0.22,0.20,0.34,0.38,0.35,0.36,0.30,0.26,0.24,0.28,0.33,0.32
2012,P64,0.36,0.39,0.16,0.31,0.11,0.14,0.36,0.27,0.42,0.27,0.36,0.41,0.33,0.18,0.26,0.29,0.29,0.45,0.29,0.37,0.38,0.23,0.29,0.35,0.36,0.25,0.37,0.34,0.35
2013,P01,0.77,0.88,0.72,0.72,0.64,0.54,0.52,0.84,0.66,0.71,0.52,0.81,0.75,0.60,0.57,0.60,0.63,0.71,0.68,0.56,0.64,0.64,0.75,0.73,0.64,0.75,0.60,0.72,0.62
2013,P02,0.52,0.56,0.51,0.58,0.70,0.81,0.63,0.72,0.62,0.49,0.67,0.62,0.56,0.80,0.76,0.82,0.63,0.55,0.76,0.78,0.58,0.58,0.58,0.71,0.62,0.61,0.64,0.67,0.71
2013,P03,0.70,0.68,0.52,0.81,0.76,0.67,0.55,0.57,0.64,0.56,0.77,0.75,0.79,0.80,0.74,0.76,0.74,0.71,0.54,0.65,0.63,0.64,0.67,0.64,0.67,0.63,0.74,0.63,0.65
2013,P04,0.78,0.68,0.73,0.71,0.67,0.72,0.59,0.70,0.54,0.66,0.75,0.57,0.57,0.72,0.75,0.77,0.84,0.65,0.68,0.59,0.72,0.71,0.74,0.64,0.62,0.64,0.60,0.67,0.72
2013,P05,0.89,0.74,0.76,0.55,0.71,0.58,0.73,0.60,0.76,0.73,0.50,0.77,0.79,0.73,0.73,0.67,0.69,0.63,0.66,0.60,0.65,0.67,0.72,0.73,0.76,0.77,0.74,0.73,0.71
2013,P06,0.57,0.89,0.63,0.81,0.78,0.66,0.59,0.73,0.64,0.49,0.55,0.59,0.74,0.68,0.67,0.68,0.83,0.65,0.77,0.74,0.71,0.63,0.73,0.63,0.73,0.70,0.74,0.63,0.69
2013,P07,0.73,0.73,0.61,0.56,0.66,0.59,0.74,0.69,0.51,0.67,0.60,0.68,0.48,0.63,0.73,0.67,0.77,0.76,0.71,0.78,0.59,0.62,0.63,0.59,0.65,0.72,0.65,0.68,0.69
2013,P08,0.75,0.61,0.85,0.82,0.64,0.55,0.71,0.72,0.58,0.56,0.75,0.49,0.54,0.65,0.83,0.53,0.73,0.79,0.70,0.78,0.69,0.65,0.75,0.74,0.68,0.72,0.64,0.69,0.72
2013,P09,0.71,0.79,0.77,0.64,0.56,0.60,0.69,0.52,0.55,0.55,0.71,0.58,0.66,0.62,0.64,0.64,0.74,0.69,0.84,0.67,0.62,0.67,0.71,0.71,0.68,0.73,0.63,0.70,0.67
2013,P10,0.51,0.62,0.84,0.74,0.76,0.59,0.78,0.70,0.62,0.41,0.50,0.81,0.72,0.72,0.64,0.63,0.80,0.88,0.83,0.87,0.77,0.76,0.72,0.76,0.63,0.70,0.68,0.76,0.75
2013,P11,0.57,0.45,0.60,0.86,0.88,0.48,0.62,0.60,0.58,0.54,0.71,0.78,0.75,0.60,0.71,0.60,0.62,0.82,0.73,0.72,0.67,0.60,0.70,0.65,0.71,0.58,0.59,0.63,0.62
2013,P12,0.67,0.80,0.58,0.69,0.67,0.60,0.75,0.58,0.81,0.65,0.73,0.67,0.68,0.68,0.64,0.76,0.64,0.61,0.63,0.61,0.62,0.59,0.72,0.75,0.73,0.69,0.64,0.66,0.71
2013,P13,0.77,0.67,0.88,0.77,0.49,0.72,0.58,0.71,0.77,0.67,0.65,0.66,0.75,0.60,0.62,0.68,0.76,0.82,0.74,0.49,0.65,0.67,0.73,0.72,0.67,0.75,0.64,0.72,0.71
2013,P14,0.73,0.81,0.66,0.66,0.76,0.82,0.66,0.60,0.65,0.63,0.73,0.73,0.67,0.74,0.72,0.65,0.81,0.71,0.77,0.74,0.76,0.78,0.76,0.75,0.74,0.74,0.65,0.73,0.68
2013,P15,0.79,0.70,0.70,0.54,0.72,0.49,0.63,0.64,0.70,0.69,0.55,0.57,0.78,0.60,0.56,0.68,0.70,0.67,0.68,0.62,0.70,0.72,0.69,0.69,0.57,0.68,0.58,0.63,0.70
2013,P16,0.31,0.81,0.50,0.70,0.64,0.82,0.80,0.61,0.72,0.61,0.66,0.57,0.59,0.79,0.75,0.71,0.72,0.56,0.49,0.59,0.68,0.60,0.64,0.59,0.58,0.68,0.66,0.65,0.66
2013,P17,0.36,0.59,0.48,0.49,0.58,0.57,0.55,0.45,0.39,0.36,0.45,0.59,0.31,0.32,0.40,0.44,0.62,0.55,0.54,0.45,0.52,0.50,0.51,0.43,0.45,0.41,0.50,0.51,0.42
2013,P18,0.56,0.52,0.34,0.54,0.42,0.45,0.61,0.38,0.38,0.42,0.43,0.52,0.60,0.29,0.39,0.53,0.45,0.54,0.61,0.62,0.56,0.51,0.51,0.50,0.54,0.41,0.49,0.44,0.52
2013,P19,0.32,0.51,0.61,0.48,0.61,0.35,0.51,0.64,0.34,0.23,0.44,0.30,0.38,0.49,0.40,0.47,0.53,0.35,0.51,0.40,0.45,0.38,0.47,0.52,0.48,0.51,0.46,0.41,0.39
2013,P20,0.40,0.49,0.62,0.66,0.57,0.55,0.50,0.41,0.53,0.52,0.59,0.45,0.47,0.53,0.48,0.54,0.54,0.45,0.52,0.60,0.58,0.49,0.49,0.53,0.59,0.60,0.53,0.53,0.56
2013,P21,0.43,0.60,0.46,0.56,0.39,0.47,0.49,0.30,0.51,0.36,0.43,0.62,0.52,0.62,0.48,0.47,0.43,0.42,0.54,0.62,0.50,0.56,0.51,0.41,0.43,0.49,0.53,0.52,0.45
2013,P22,0.57,0.66,0.38,0.53,0.35,0.50,0.44,0.62,0.37,0.37,0.36,0.52,0.42,0.33,0.31,0.50,0.37,0.59,0.47,0.31,0.51,0.48,0.43,0.48,0.37,0.47,0.46,0.53,0.46
2013,P23,0.37,0.47,0.51,0.45,0.68,0.58,0.55,0.54,0.46,0.34,0.52,0.41,0.52,0.67,0.39,0.51,0.42,0.53,0.44,0.43,0.41,0.48,0.44,0.46,0.45,0.43,0.48,0.56,0.44
2013,P24,0.18,0.69,0.48,0.56,0.49,0.47,0.37,0.45,0.31,0.43,0.37,0.54,0.37,0.56,0.49,0.60,0.41,0.44,0.60,0.41,0.47,0.44,0.51,0.38,0.51,0.43,0.51,0.48,0.49
2013,P25,0.58,0.47,0.41,0.65,0.50,0.68,0.27,0.36,0.57,0.57,0.47,0.49,0.44,0.43,0.37,0.32,0.48,0.45,0.66,0.72,0.48,0.47,0.45,0.43,0.55,0.53,0.50,0.53,0.44
2013,P26,0.56,0.57,0.50,0.57,0.61,0.40,0.58,0.53,0.52,0.46,0.52,0.46,0.48,0.58,0.43,0.44,0.46,0.53,0.59,0.38,0.47,0.44,0.52,0.50,0.56,0.47,0.47,0.43,0.49
2013,P27,0.65,0.51,0.65,0.69,0.67,0.43,0.54,0.42,0.36,0.59,0.54,0.62,0.58,0.49,0.58,0.63,0.66,0.40,0.51,0.43,0.60,0.57,0.56,0.48,0.56,0.62,0.57,0.49,0.59
2013,P28,0.74,0.51,0.35,0.64,0.41,0.42,0.39,0.43,0.46,0.48,0.53,0.52,0.43,0.46,0.53,0.56,0.36,0.28,0.52,0.48,0.51,0.45,0.44,0.45,0.45,0.51,0.46,0.43,0.42
2013,P29,0.60,0.38,0.42,0.36,0.43,0.48,0.44,0.52,0.54,0.45,0.52,0.55,0.41,0.55,0.50,0.60,0.42,0.62,0.54,0.47,0.54,0.55,0.47,0.45,0.49,0.45,0.54,0.42,0.43
2013,P30,0.49,0.77,0.53,0.41,0.59,0.47,0.32,0.45,0.37,0.26,0.41,0.44,0.40,0.38,0.54,0.53,0.56,0.40,0.43,0.42,0.43,0.43,0.39,0.38,0.49,0.44,0.43,0.52,0.47
2013,P31,0.50,0.35,0.43,0.39,0.38,0.48,0.40,0.45,0.50,0.49,0.28,0.51,0.51,0.36,0.51,0.59,0.34,0.43,0.62,0.60,0.49,0.47,0.46,0.39,0.38,0.39,0.49,0.44,0.42
2013,P32,0.53,0.37,0.49,0.45,0.53,0.39,0.41,0.47,0.36,0.42,0.52,0.54,0.48,0.46,0.30,0.42,0.49,0.51,0.39,0.49,0.43,0.46,0.52,0.47,0.38,0.52,0.51,0.44,0.53
2013,P33,0.24,0.33,0.57,0.34,0.38,0.64,0.52,0.44,0.56,0.56,0.39,0.47,0.53,0.56,0.36,0.37,0.49,0.40,0.56,0.54,0.40,0.53,0.42,0.54,0.39,0.46,0.39,0.40,0.41
2013,P34,0.21,0.53,0.43,0.59,0.46,0.37,0.38,0.37,0.28,0.42,0.40,0.50,0.43,0.47,0.46,0.64,0.42,0.43,0.68,0.57,0.42,0.52,0.53,0.45,0.51,0.49,0.42,0.41,0.50
2013,P35,0.50,0.57,0.49,0.50,0.40,0.49,0.48,0.31,0.50,0.38,0.37,0.38,0.53,0.42,0.43,0.54,0.37,0.41,0.44,0.59,0.48,0.51,0.48,0.40,0.43,0.53,0.44,0.53,0.50
2013,P36,0.71,0.23,0.32,0.51,0.57,0.53,0.52,0.50,0.37,0.52,0.56,0.44,0.40,0.34,0.38,0.67,0.61,0.57,0.39,0.59,0.56,0.55,0.56,0.54,0.44,0.55,0.41,0.55,0.55
2013,P37,0.73,0.44,0.43,0.59,0.56,0.44,0.27,0.38,0.47,0.34,0.37,0.56,0.38,0.51,0.38,0.53,0.45,0.57,0.52,0.48,0.46,0.53,0.45,0.41,0.52,0.51,0.47,0.52,0.49
2013,P38,0.47,0.44,0.54,0.42,0.45,0.63,0.34,0.50,0.63,0.57,0.33,0.64,0.49,0.39,0.36,0.59,0.50,0.49,0.54,0.50,0.52,0.52,0.46,0.41,0.57,0.43,0.54,0.45,0.50
2013,P39,0.24,0.45,0.35,0.43,0.39,0.49,0.60,0.63,0.45,0.57,0.27,0.52,0.32,0.34,0.54,0.38,0.51,0.46,0.51,0.55,0.52,0.41,0.47,0.45,0.39,0.47,0.51,0.39,0.38
2013,P40,0.63,0.60,0.27,0.42,0.46,0.53,0.43,0.44,0.44,0.52,0.39,0.42,0.42,0.51,0.36,0.58,0.60,0.52,0.51,0.61,0.44,0.44,0.54,0.42,0.41,0.42,0.50,0.55,0.49
2013,P41,0.51,0.39,0.59,0.49,0.52,0.50,0.61,0.49,0.48,0.29,0.54,0.58,0.35,0.56,0.54,0.45,0.46,0.47,0.31,0.46,0.54,0.53,0.42,0.41,0.43,0.51,0.53,0.48,0.43
2013,P42,0.45,0.28,0.44,0.33,0.55,0.55,0.39,0.30,0.50,0.44,0.39,0.47,0.33,0.41,0.48,0.52,0.55,0.49,0.44,0.46,0.43,0.43,0.43,0.38,0.36,0.51,0.38,0.51,0.45
2013,P43,0.32,0.50,0.44,0.70,0.35,0.48,0.39,0.53,0.54,0.54,0.29,0.48,0.38,0.58,0.37,0.40,0.37,0.55,0.52,0.33,0.44,0.48,0.43,0.41,0.50,0.38,0.43,0.38,0.38
2013,P44,0.54,0.47,0.55,0.46,0.49,0.48,0.34,0.33,0.50,0.63,0.38,0.35,0.42,0.42,0.30,0.39,0.63,0.61,0.46,0.39,0.40,0.39,0.48,0.38,0.42,0.51,0.43,0.49,0.49
2013,P45,0.34,0.45,0.22,0.48,0.46,0.49,0.54,0.36,0.30,0.46,0.56,0.58,0.61,0.44,0.51,0.36,0.38,0.54,0.39,0.45,0.46,0.49,0.51,0.46,0.41,0.43,0.42,0.51,0.43
2013,P46,0.35,0.24,0.45,0.48,0.57,0.47,0.53,0.40,0.40,0.33,0.56,0.37,0.50,0.45,0.44,0.47,0.47,0.62,0.52,0.55,0.47,0.39,0.39,0.39,0.52,0.53,0.39,0.38,0.42
2013,P47,0.54,0.52,0.55,0.70,0.37,0.33,0.43,0.40,0.32,0.34,0.42,0.52,0.59,0.47,0.40,0.39,0.40,0.66,0.44,0.56,0.41,0.47,0.51,0.45,0.50,0.52,0.44,0.39,0.44
2013,P48,0.53,0.58,0.56,0.49,0.43,0.40,0.48,0.47,0.48,0.49,0.43,0.52,0.28,0.58,0.39,0.41,0.56,0.47,0.31,0.64,0.43,0.54,0.52,0.47,0.47,0.53,0.44,0.55,0.48
2013,P49,0.21,0.35,0.30,0.49,0.19,0.17,0.34,0.28,0.35,0.25,0.35,0.47,0.36,0.23,0.15,0.24,0.35,0.23,0.42,0.26,0.22,0.34,0.26,0.35,0.36,0.28,0.34,0.34,0.29
2013,P50,0.15,0.42,0.42,0.12,0.52,0.30,0.34,0.27,0.28,0.40,0.36,0.29,0.24,0.43,0.33,0.22,0.51,0.20,0.44,0.31,0.39,0.35,0.26,0.36,0.40,0.31,0.36,0.36,0.27
2013,P51,0.36,0.31,0.47,0.50,0.39,0.42,0.32,0.45,0.22,0.29,0.21,0.40,0.32,0.18,0.42,0.49,0.29,0.33,0.51,0.31,0.36,0.30,0.37,0.42,0.41,0.29,0.43,0.36,0.38
2013,P52,0.36,0.25,0.33,0.36,0.37,0.29,0.23,0.44,0.29,0.39,0.25,0.31,0.20,0.23,0.19,0.36,0.32,0.34,0.20,0.29,0.33,0.29,0.35,0.24,0.25,0.36,0.23,0.25,0.30
2013,P53,0.37,0.34,0.34,0.23,0.52,0.32,0.28,0.12,0.38,0.29,0.35,0.31,0.44,0.34,0.45,0.36,0.47,0.27,0.30,0.27,0.38,0.39,0.38,0.28,0.29,0.32,0.37,0.33,0.32
2013,P54,0.55,0.32,0.44,0.40,0.22,0.35,0.22,0.17,0.27,0.24,0.27,0.21,0.22,0.18,0.39,0.35,0.35,0.36,0.20,0.45,0.35,0.30,0.24,0.29,0.27,0.34,0.29,0.33,0.24
2013,P55,0.57,0.29,0.22,0.42,0.48,0.28,0.39,0.23,0.38,0.21,0.42,0.43,0.33,0.29,0.29,0.27,0.31,0.35,0.43,0.35,0.36,0.33,0.31,0.36,0.42,0.33,0.32,0.37,0.28
2013,P56,0.26,0.51,0.33,0.38,0.34,0.26,0.21,0.35,0.41,0.24,0.41,0.27,0.27,0.30,0.39,0.30,0.28,0.42,0.22,0.30,0.37,0.33,0.33,0.34,0.26,0.28,0.36,0.38,0.30
2013,P57,0.40,0.32,0.32,0.53,0.46,0.31,0.18,0.22,0.25,0.14,0.32,0.28,0.15,0.21,0.37,0.30,0.46,0.25,0.38,0.29,0.35,0.30,0.39,0.34,0.28,0.38,0.33,0.25,0.23
2013,P58,0.47,0.19,0.35,0.47,0.32,0.25,0.38,0.38,0.30,0.33,0.46,0.38,0.35,0.31,0.37,0.42,0.13,0.51,0.40,0.21,0.34,0.36,0.30,0.27,0.31,0.41,0.37,0.40,0.35
2013,P59,0.59,0.23,0.34,0.36,0.29,0.32,0.46,0.29,0.14,0.22,0.34,0.36,0.31,0.25,0.31,0.33,0.37,0.16,0.39,0.38,0.31,0.34,0.25,0.34,0.40,0.28,0.39,0.31,0.25
2013,P60,0.44,0.39,0.38,0.40,0.13,0.45,0.36,0.12,0.16,0.32,0.18,0.34,0.26,0.36,0.16,0.41,0.57,0.36,0.43,0.29,0.34,0.27,0.34,0.27,0.28,0.36,0.26,0.28,0.29
2013,P61,0.21,0.28,0.10,0.12,0.41,0.40,0.42,0.28,0.21,0.43,0.23,0.28,0.28,0.46,0.33,0.29,0.22,0.36,0.42,0.30,0.30,0.24,0.23,0.26,0.30,0.29,0.34,0.35,0.31
2013,P62,0.65,0.22,0.34,0.44,0.35,0.24,0.29,0.28,0.40,0.43,0.42,0.21,0.22,0.28,0.31,0.36,0.35,0.32,0.44,0.24,0.37,0.30,0.38,0.28,0.29,0.40,0.38,0.32,0.32
2013,P63,0.53,0.39,0.40,0.43,0.32,0.36,0.18,0.16,0.43,0.29,0.36,0.33,0.23,0.22,0.38,0.35,0.21,0.24,0.22,0.32,0.36,0.36,0.27,0.33,0.30,0.28,0.33,0.24,0.26
2013,P64,0.36,0.39,0.18,0.30,0.11,0.14,0.36,0.27,0.40,0.25,0.39,0.41,0.32,0.20,0.28,0.29,0.32,0.45,0.28,0.39,0.30,0.34,0.25,0.25,0.28,0.36,0.32,0.23,0.34
2014,P01,0.78,0.89,0.71,0.72,0.64,0.54,0.53,0.84,0.66,0.70,0.52,0.81,0.77,0.60,0.59,0.64,0.63,0.74,0.67,0.55,0.64,0.65,0.75,0.67,0.72,0.60,0.67,0.71,0.67
2014,P02,0.56,0.58,0.51,0.58,0.69,0.78,0.66,0.72,0.65,0.49,0.67,0.60,0.56,0.79,0.77,0.84,0.62,0.55,0.75,0.75,0.73,0.58,0.73,0.64,0.58,0.68,0.68,0.63,0.69
2014,P03,0.73,0.71,0.51,0.83,0.76,0.66,0.57,0.60,0.66,0.60,0.75,0.73,0.78,0.76,0.72,0.75,0.72,0.72,0.57,0.67,0.73,0.65,0.72,0.65,0.75,0.66,0.68,0.75,0.69
2014,P04,0.78,0.69,0.72,0.69,0.67,0.69,0.59,0.72,0.53,0.67,0.76,0.56,0.56,0.74,0.77,0.79,0.83,0.65,0.67,0.58,0.69,0.71,0.70,0.63,0.64,0.73,0.67,0.61,0.62
2014,P05,0.89,0.74,0.75,0.57,0.69,0.60,0.71,0.58,0.77,0.75,0.52,0.78,0.79,0.73,0.77,0.66,0.70,0.66,0.65,0.60,0.62,0.71,0.64,0.73,0.62,0.76,0.71,0.75,0.74
2014,P06,0.59,0.90,0.63,0.83,0.78,0.66,0.63,0.72,0.64,0.50,0.54,0.59,0.74,0.71,0.66,0.66,0.86,0.65,0.79,0.73,0.62,0.71,0.71,0.71,0.62,0.75,0.63,0.63,0.62
2014,P07,0.72,0.75,0.62,0.59,0.65,0.62,0.71,0.69,0.51,0.69,0.60,0.66,0.49,0.64,0.75,0.68,0.76,0.77,0.71,0.80,0.75,0.68,0.59,0.60,0.66,0.67,0.63,0.63,0.59
2014,P08,0.74,0.61,0.86,0.80,0.66,0.55,0.74,0.75,0.59,0.57,0.77,0.51,0.54,0.65,0.84,0.53,0.74,0.77,0.70,0.80,0.61,0.71,0.62,0.74,0.65,0.75,0.62,0.75,0.61
2014,P09,0.70,0.77,0.76,0.62,0.56,0.59,0.69,0.50,0.57,0.55,0.72,0.57,0.67,0.63,0.65,0.66,0.76,0.68,0.83,0.67,0.63,0.69,0.73,0.73,0.60,0.68,0.73,0.64,0.66
2014,P10,0.55,0.61,0.85,0.75,0.77,0.62,0.81,0.69,0.65,0.43,0.49,0.83,0.72,0.72,0.66,0.67,0.81,0.88,0.85,0.89,0.65,0.75,0.64,0.72,0.73,0.69,0.66,0.64,0.72
2014,P11,0.58,0.49,0.61,0.88,0.89,0.51,0.59,0.61,0.56,0.57,0.75,0.77,0.76,0.59,0.71,0.58,0.62,0.80,0.72,0.75,0.75,0.70,0.74,0.59,0.72,0.65,0.64,0.65,0.73
2014,P12,0.70,0.81,0.58,0.72,0.67,0.60,0.76,0.58,0.82,0.67,0.75,0.68,0.67,0.68,0.63,0.76,0.62,0.60,0.64,0.63,0.67,0.70,0.60,0.63,0.75,0.67,0.69,0.68,0.65
2014,P13,0.78,0.67,0.86,0.76,0.52,0.72,0.58,0.73,0.79,0.66,0.61,0.66,0.75,0.58,0.65,0.68,0.79,0.82,0.77,0.52,0.65,0.70,0.64,0.77,0.66,0.66,0.73,0.67,0.76
2014,P14,0.76,0.83,0.66,0.65,0.76,0.81,0.67,0.60,0.68,0.60,0.75,0.75,0.70,0.77,0.70,0.63,0.80,0.73,0.77,0.75,0.74,0.77,0.67,0.78,0.69,0.78,0.71,0.73,0.72
2014,P15,0.76,0.73,0.70,0.56,0.77,0.49,0.65,0.67,0.73,0.69,0.56,0.57,0.79,0.59,0.58,0.68,0.71,0.69,0.69,0.62,0.66,0.65,0.65,0.73,0.69,0.63,0.61,0.59,0.70
2014,P16,0.33,0.84,0.50,0.70,0.62,0.81,0.78,0.58,0.71,0.59,0.67,0.57,0.57,0.78,0.75,0.72,0.71,0.57,0.50,0.61,0.72,0.70,0.71,0.63,0.70,0.67,0.70,0.63,0.58
2014,P17,0.39,0.61,0.48,0.47,0.57,0.56,0.55,0.46,0.37,0.38,0.48,0.63,0.30,0.31,0.37,0.43,0.63,0.57,0.53,0.47,0.55,0.43,0.47,0.52,0.40,0.47,0.50,0.49,0.46
2014,P18,0.56,0.53,0.35,0.55,0.41,0.43,0.61,0.39,0.38,0.46,0.46,0.50,0.60,0.33,0.39,0.55,0.47,0.53,0.63,0.64,0.46,0.53,0.51,0.46,0.48,0.44,0.44,0.44,0.44
2014,P19,0.33,0.51,0.62,0.50,0.63,0.33,0.53,0.63,0.35,0.27,0.44,0.32,0.36,0.49,0.38,0.46,0.54,0.36,0.52,0.40,0.42,0.43,0.53,0.51,0.43,0.45,0.43,0.37,0.46
2014,P20,0.41,0.53,0.62,0.67,0.58,0.55,0.48,0.40,0.56,0.52,0.59,0.46,0.48,0.53,0.49,0.57,0.55,0.46,0.51,0.59,0.46,0.55,0.47,0.54,0.58,0.46,0.54,0.53,0.59
2014,P21,0.46,0.62,0.47,0.55,0.42,0.48,0.52,0.31,0.51,0.37,0.44,0.59,0.49,0.59,0.50,0.47,0.44,0.43,0.57,0.62,0.42,0.55,0.46,0.45,0.50,0.57,0.51,0.49,0.52
2014,P22,0.60,0.64,0.38,0.53,0.37,0.50,0.44,0.63,0.39,0.37,0.37,0.52,0.44,0.36,0.30,0.49,0.38,0.58,0.47,0.32,0.41,0.42,0.48,0.51,0.44,0.39,0.45,0.42,0.53
2014,P23,0.39,0.45,0.50,0.48,0.70,0.60,0.57,0.55,0.46,0.37,0.53,0.42,0.50,0.67,0.39,0.50,0.42,0.49,0.43,0.45,0.54,0.55,0.54,0.50,0.48,0.56,0.43,0.52,0.54
2014,P24,0.16,0.70,0.53,0.57,0.52,0.48,0.38,0.49,0.32,0.44,0.39,0.55,0.37,0.56,0.48,0.61,0.42,0.46,0.63,0.43,0.42,0.50,0.41,0.46,0.52,0.55,0.46,0.47,0.42
2014,P25,0.54,0.47,0.40,0.66,0.51,0.71,0.26,0.35,0.56,0.58,0.49,0.51,0.43,0.45,0.38,0.35,0.48,0.44,0.69,0.72,0.55,0.50,0.52,0.45,0.53,0.52,0.44,0.49,0.48
2014,P26,0.56,0.59,0.51,0.61,0.62,0.40,0.57,0.52,0.55,0.49,0.51,0.46,0.49,0.59,0.44,0.46,0.45,0.56,0.59,0.40,0.56,0.54,0.51,0.48,0.48,0.46,0.44,0.58,0.50
2014,P27,0.66,0.50,0.67,0.67,0.66,0.47,0.53,0.44,0.35,0.56,0.53,0.60,0.59,0.51,0.58,0.64,0.66,0.40,0.51,0.42,0.62,0.62,0.56,0.61,0.53,0.61,0.57,0.48,0.62
2014,P28,0.75,0.55,0.33,0.63,0.45,0.45,0.39,0.40,0.47,0.50,0.53,0.51,0.43,0.48,0.55,0.53,0.35,0.26,0.51,0.47,0.52,0.42,0.43,0.48,0.41,0.45,0.41,0.50,0.44
2014,P29,0.59,0.38,0.42,0.38,0.43,0.50,0.47,0.49,0.57,0.46,0.54,0.54,0.44,0.55,0.53,0.57,0.40,0.61,0.56,0.50,0.50,0.46,0.57,0.53,0.52,0.47,0.52,0.57,0.49
2014,P30,0.49,0.76,0.53,0.43,0.57,0.49,0.32,0.44,0.40,0.26,0.44,0.46,0.41,0.38,0.52,0.53,0.58,0.41,0.45,0.39,0.42,0.48,0.45,0.51,0.40,0.52,0.40,0.47,0.40
2014,P31,0.47,0.35,0.45,0.40,0.36,0.47,0.40,0.47,0.51,0.50,0.31,0.50,0.52,0.35,0.50,0.61,0.34,0.45,0.61,0.57,0.48,0.48,0.47,0.38,0.46,0.41,0.39,0.50,0.53
2014,P32,0.55,0.42,0.52,0.45,0.52,0.42,0.40,0.48,0.33,0.40,0.49,0.55,0.49,0.46,0.32,0.45,0.48,0.51,0.41,0.50,0.44,0.48,0.39,0.53,0.44,0.41,0.50,0.49,0.53
2014,P33,0.26,0.34,0.59,0.34,0.39,0.63,0.54,0.43,0.56,0.58,0.39,0.46,0.53,0.53,0.36,0.39,0.48,0.42,0.56,0.54,0.53,0.48,0.46,0.39,0.48,0.48,0.48,0.39,0.44
2014,P34,0.23,0.53,0.43,0.59,0.48,0.37,0.39,0.35,0.30,0.42,0.37,0.51,0.42,0.49,0.48,0.64,0.44,0.44,0.69,0.57,0.45,0.41,0.52,0.50,0.43,0.51,0.51,0.50,0.46
